C0231335,Childhood [Temporal Concept],Temporal Concept,C0004936,MENTAL DISORDERS (Mental disorders),Mental or Behavioral Dysfunction,"A number of factors can contribute to risk for mental illness, such as  Your genes and family history Your life experiences, such as stress or a history of abuse, especially if they happen in childhood Biological factors such as chemical imbalances in the brain A traumatic brain injury A mother's exposure to viruses or toxic chemicals while pregnant Use of alcohol or recreational drugs Having a serious medical condition like cancer Having few friends, and feeling lonely or isolated  Mental disorders are not caused by character flaws."
C0231335,Childhood [Temporal Concept],Temporal Concept,C0006826,CANCER (Malignant Neoplasms),Neoplastic Process,"A number of factors can contribute to risk for mental illness, such as  Your genes and family history Your life experiences, such as stress or a history of abuse, especially if they happen in childhood Biological factors such as chemical imbalances in the brain A traumatic brain injury A mother's exposure to viruses or toxic chemicals while pregnant Use of alcohol or recreational drugs Having a serious medical condition like cancer Having few friends, and feeling lonely or isolated  Mental disorders are not caused by character flaws."
C0231335,Childhood [Temporal Concept],Temporal Concept,C0004936,Mental Illness (Mental disorders),Mental or Behavioral Dysfunction,"A number of factors can contribute to risk for mental illness, such as  Your genes and family history Your life experiences, such as stress or a history of abuse, especially if they happen in childhood Biological factors such as chemical imbalances in the brain A traumatic brain injury A mother's exposure to viruses or toxic chemicals while pregnant Use of alcohol or recreational drugs Having a serious medical condition like cancer Having few friends, and feeling lonely or isolated  Mental disorders are not caused by character flaws."
C1306459,Cancer (Primary malignant neoplasm),Neoplastic Process,C0004936,MENTAL DISORDERS (Mental disorders),Mental or Behavioral Dysfunction,"A number of factors can contribute to risk for mental illness, such as  Your genes and family history Your life experiences, such as stress or a history of abuse, especially if they happen in childhood Biological factors such as chemical imbalances in the brain A traumatic brain injury A mother's exposure to viruses or toxic chemicals while pregnant Use of alcohol or recreational drugs Having a serious medical condition like cancer Having few friends, and feeling lonely or isolated  Mental disorders are not caused by character flaws."
C1306459,Cancer (Primary malignant neoplasm),Neoplastic Process,C0006826,CANCER (Malignant Neoplasms),Neoplastic Process,"A number of factors can contribute to risk for mental illness, such as  Your genes and family history Your life experiences, such as stress or a history of abuse, especially if they happen in childhood Biological factors such as chemical imbalances in the brain A traumatic brain injury A mother's exposure to viruses or toxic chemicals while pregnant Use of alcohol or recreational drugs Having a serious medical condition like cancer Having few friends, and feeling lonely or isolated  Mental disorders are not caused by character flaws."
C1306459,Cancer (Primary malignant neoplasm),Neoplastic Process,C0004936,Mental Illness (Mental disorders),Mental or Behavioral Dysfunction,"A number of factors can contribute to risk for mental illness, such as  Your genes and family history Your life experiences, such as stress or a history of abuse, especially if they happen in childhood Biological factors such as chemical imbalances in the brain A traumatic brain injury A mother's exposure to viruses or toxic chemicals while pregnant Use of alcohol or recreational drugs Having a serious medical condition like cancer Having few friends, and feeling lonely or isolated  Mental disorders are not caused by character flaws."
C0004936,MENTAL DISORDERS (Mental disorders),Mental or Behavioral Dysfunction,C0006826,CANCER (Malignant Neoplasms),Neoplastic Process,"A number of factors can contribute to risk for mental illness, such as  Your genes and family history Your life experiences, such as stress or a history of abuse, especially if they happen in childhood Biological factors such as chemical imbalances in the brain A traumatic brain injury A mother's exposure to viruses or toxic chemicals while pregnant Use of alcohol or recreational drugs Having a serious medical condition like cancer Having few friends, and feeling lonely or isolated  Mental disorders are not caused by character flaws."
C0004936,MENTAL DISORDERS (Mental disorders),Mental or Behavioral Dysfunction,C0004936,Mental Illness (Mental disorders),Mental or Behavioral Dysfunction,"A number of factors can contribute to risk for mental illness, such as  Your genes and family history Your life experiences, such as stress or a history of abuse, especially if they happen in childhood Biological factors such as chemical imbalances in the brain A traumatic brain injury A mother's exposure to viruses or toxic chemicals while pregnant Use of alcohol or recreational drugs Having a serious medical condition like cancer Having few friends, and feeling lonely or isolated  Mental disorders are not caused by character flaws."
C0006826,CANCER (Malignant Neoplasms),Neoplastic Process,C0004936,Mental Illness (Mental disorders),Mental or Behavioral Dysfunction,"A number of factors can contribute to risk for mental illness, such as  Your genes and family history Your life experiences, such as stress or a history of abuse, especially if they happen in childhood Biological factors such as chemical imbalances in the brain A traumatic brain injury A mother's exposure to viruses or toxic chemicals while pregnant Use of alcohol or recreational drugs Having a serious medical condition like cancer Having few friends, and feeling lonely or isolated  Mental disorders are not caused by character flaws."
C0948094,laziness,Sign or Symptom,C3714552,Weak (Weakness),Sign or Symptom,They have nothing to do with being lazy or weak.
C0033975,mental disorder (Psychotic Disorders),Mental or Behavioral Dysfunction,C0040223,TIME (Time) [Temporal Concept],Temporal Concept,More than half of all Americans will be diagnosed with a mental disorder at some time in their life.
C0033975,mental disorder (Psychotic Disorders),Mental or Behavioral Dysfunction,C0004936,Mental Disorder (Mental disorders),Mental or Behavioral Dysfunction,More than half of all Americans will be diagnosed with a mental disorder at some time in their life.
C0033975,mental disorder (Psychotic Disorders),Mental or Behavioral Dysfunction,C3541383,Time (Time (foundation metadata concept)) [Temporal Concept],Temporal Concept,More than half of all Americans will be diagnosed with a mental disorder at some time in their life.
C0040223,TIME (Time) [Temporal Concept],Temporal Concept,C0004936,Mental Disorder (Mental disorders),Mental or Behavioral Dysfunction,More than half of all Americans will be diagnosed with a mental disorder at some time in their life.
C0040223,TIME (Time) [Temporal Concept],Temporal Concept,C3541383,Time (Time (foundation metadata concept)) [Temporal Concept],Temporal Concept,More than half of all Americans will be diagnosed with a mental disorder at some time in their life.
C0004936,Mental Disorder (Mental disorders),Mental or Behavioral Dysfunction,C3541383,Time (Time (foundation metadata concept)) [Temporal Concept],Temporal Concept,More than half of all Americans will be diagnosed with a mental disorder at some time in their life.
C1457887,SYMPTOMS (Symptoms),Sign or Symptom,C1306597,PSYCHOLOGICAL (Psychiatric problem),Mental or Behavioral Dysfunction,"The steps to getting a diagnosis include  A medical history A physical exam and possibly lab tests, if your provider thinks that other medical conditions could be causing your symptoms A psychological evaluation."
C0033975,mental disorder (Psychotic Disorders),Mental or Behavioral Dysfunction,C0004936,Mental Disorder (Mental disorders),Mental or Behavioral Dysfunction,Treatment depends on which mental disorder you have and how serious it is.
C0012634,Disorder (Disease),Disease or Syndrome,C1306597,PSYCHOLOGICAL (Psychiatric problem),Mental or Behavioral Dysfunction,"In the hospital, you will get counseling, group discussions, and activities with mental health professionals and other patients.A disorder characterized by behavioral and/or psychological abnormalities, often accompanied by physical symptoms."
C0012634,Disorder (Disease),Disease or Syndrome,C0332183,Often (Frequently) [Temporal Concept],Temporal Concept,"In the hospital, you will get counseling, group discussions, and activities with mental health professionals and other patients.A disorder characterized by behavioral and/or psychological abnormalities, often accompanied by physical symptoms."
C0012634,Disorder (Disease),Disease or Syndrome,C0679309,physical symptoms (physical symptom),Sign or Symptom,"In the hospital, you will get counseling, group discussions, and activities with mental health professionals and other patients.A disorder characterized by behavioral and/or psychological abnormalities, often accompanied by physical symptoms."
C1306597,PSYCHOLOGICAL (Psychiatric problem),Mental or Behavioral Dysfunction,C0332183,Often (Frequently) [Temporal Concept],Temporal Concept,"In the hospital, you will get counseling, group discussions, and activities with mental health professionals and other patients.A disorder characterized by behavioral and/or psychological abnormalities, often accompanied by physical symptoms."
C1306597,PSYCHOLOGICAL (Psychiatric problem),Mental or Behavioral Dysfunction,C0679309,physical symptoms (physical symptom),Sign or Symptom,"In the hospital, you will get counseling, group discussions, and activities with mental health professionals and other patients.A disorder characterized by behavioral and/or psychological abnormalities, often accompanied by physical symptoms."
C0332183,Often (Frequently) [Temporal Concept],Temporal Concept,C0679309,physical symptoms (physical symptom),Sign or Symptom,"In the hospital, you will get counseling, group discussions, and activities with mental health professionals and other patients.A disorder characterized by behavioral and/or psychological abnormalities, often accompanied by physical symptoms."
C0003469,ANXIETY DISORDERS (Anxiety Disorders),Mental or Behavioral Dysfunction,C0004936,Psychiatric Illness (Mental disorders),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0003469,ANXIETY DISORDERS (Anxiety Disorders),Mental or Behavioral Dysfunction,C0009241,cognitive disorders (Cognition Disorders),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0003469,ANXIETY DISORDERS (Anxiety Disorders),Mental or Behavioral Dysfunction,C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0003469,ANXIETY DISORDERS (Anxiety Disorders),Mental or Behavioral Dysfunction,C0012634,Disorder (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0003469,ANXIETY DISORDERS (Anxiety Disorders),Mental or Behavioral Dysfunction,C0036341,SCHIZOPHRENIA (Schizophrenia),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0003469,ANXIETY DISORDERS (Anxiety Disorders),Mental or Behavioral Dysfunction,C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0003469,ANXIETY DISORDERS (Anxiety Disorders),Mental or Behavioral Dysfunction,C0525045,"Disorders, Mood (Mood Disorders)",Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0003469,ANXIETY DISORDERS (Anxiety Disorders),Mental or Behavioral Dysfunction,C0012634,Diseases (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychiatric Illness (Mental disorders),Mental or Behavioral Dysfunction,C0009241,cognitive disorders (Cognition Disorders),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychiatric Illness (Mental disorders),Mental or Behavioral Dysfunction,C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychiatric Illness (Mental disorders),Mental or Behavioral Dysfunction,C0012634,Disorder (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychiatric Illness (Mental disorders),Mental or Behavioral Dysfunction,C0036341,SCHIZOPHRENIA (Schizophrenia),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychiatric Illness (Mental disorders),Mental or Behavioral Dysfunction,C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychiatric Illness (Mental disorders),Mental or Behavioral Dysfunction,C0525045,"Disorders, Mood (Mood Disorders)",Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychiatric Illness (Mental disorders),Mental or Behavioral Dysfunction,C0012634,Diseases (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0009241,cognitive disorders (Cognition Disorders),Mental or Behavioral Dysfunction,C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0009241,cognitive disorders (Cognition Disorders),Mental or Behavioral Dysfunction,C0012634,Disorder (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0009241,cognitive disorders (Cognition Disorders),Mental or Behavioral Dysfunction,C0036341,SCHIZOPHRENIA (Schizophrenia),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0009241,cognitive disorders (Cognition Disorders),Mental or Behavioral Dysfunction,C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0009241,cognitive disorders (Cognition Disorders),Mental or Behavioral Dysfunction,C0525045,"Disorders, Mood (Mood Disorders)",Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0009241,cognitive disorders (Cognition Disorders),Mental or Behavioral Dysfunction,C0012634,Diseases (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,C0012634,Disorder (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,C0036341,SCHIZOPHRENIA (Schizophrenia),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,C0525045,"Disorders, Mood (Mood Disorders)",Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0004936,Psychotic NOS (Mental disorders),Mental or Behavioral Dysfunction,C0012634,Diseases (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0012634,Disorder (Disease),Disease or Syndrome,C0036341,SCHIZOPHRENIA (Schizophrenia),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0012634,Disorder (Disease),Disease or Syndrome,C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0012634,Disorder (Disease),Disease or Syndrome,C0525045,"Disorders, Mood (Mood Disorders)",Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0012634,Disorder (Disease),Disease or Syndrome,C0012634,Diseases (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0036341,SCHIZOPHRENIA (Schizophrenia),Mental or Behavioral Dysfunction,C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0036341,SCHIZOPHRENIA (Schizophrenia),Mental or Behavioral Dysfunction,C0525045,"Disorders, Mood (Mood Disorders)",Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0036341,SCHIZOPHRENIA (Schizophrenia),Mental or Behavioral Dysfunction,C0012634,Diseases (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,C0525045,"Disorders, Mood (Mood Disorders)",Mental or Behavioral Dysfunction,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0424295,HYPERACTIVITY (Hyperactive behavior),Mental or Behavioral Dysfunction,C0012634,Diseases (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0525045,"Disorders, Mood (Mood Disorders)",Mental or Behavioral Dysfunction,C0012634,Diseases (Disease),Disease or Syndrome,"Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
C0332189,EPISODE (Episode of) [Temporal Concept],Temporal Concept,C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0332189,EPISODE (Episode of) [Temporal Concept],Temporal Concept,C0871189,psychotic symptoms (Psychotic symptom),Sign or Symptom,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
C0332189,EPISODE (Episode of) [Temporal Concept],Temporal Concept,C0521116,CURRENT (Current (present time)) [Temporal Concept],Temporal Concept,"  A disorder characterized by repeated episodes of depression, the current episode being severe with psychotic symptoms, as in F32.3, and with no previous episodes of mania."
